Date,USAState,TotalCases,NewCases,TotalDeaths,NewDeaths,ActiveCases,Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Source,Projections
2020-09-05,"
West Virginia ",1347,"
","
53 ", ,"
556 ",752,30,"
61,564 ",34352,"
[1]  ","
[projections]
"
2020-09-05,"
Vermont ",921,"
","
53 ", ,"
124 ",1476,85,"
19,527 ",31294,"
[1]  ","
[projections]
"
2020-09-05,"
Wyoming ",653,"
","
7 ", ,"
218 ",1128,12,"
13,416 ",23181,"
[1] [2]  ","
[projections]
"
2020-09-05,"
Hawaii ",631,"
","
17 ", ,"
63 ",446,12,"
37,712 ",26635,"
[1] [2]  ","
[projections]
"
2020-09-05,"
Montana ",458,"
","
16 ", ,"
20 ",429,15,"
21,329 ",19956,"
[1] [2] [3]  ","
[projections]
"
2020-09-05,"
Alaska ",378,"
","
10 ", ,"
63 ",517,14,"
26,449 ",36155,"
[1]  ","
[projections]
"
2020-09-05,"
Guam ",151,"
","
5 ", ,"
15 ",,,"
605
",,"
[1]  ","
"
2020-09-05,"
Northern Mariana Islands ",16,"
","
2 ", ,"
2 ",,,"
2,336
",,"
[1] [2]  ","
"
2020-09-05,"
Puerto Rico ",2173,"
","
108 ", ,"
1,319 ",642,32,"
13,022
",3845,"
[1] [2] [3]  ","
"
2020-09-05,"
United States Virgin Islands ",69,"
+1 ","
4 ", ,"
6 ",,,"
1,210
",,"
[1] [2]  ","
"
2020-09-05,"
Veteran Affairs ",10877,"
","
850 ", ,"
2,647 ",,,"
123,420
",,"
[1] [2]  ","
"
2020-09-05,"
US Military ",7826,"
","
27 ", ,"
4,643 ",,,"
",,"
[1] [2]  ","
"
2020-09-05,"
Federal Prisons ",3580,"
","
46 ", ,"
2,631 ",,,"
",,"
[1]  ","
"
2020-09-05,"
Navajo Nation ",2876,"
","
96 ", ,"
2,780 ",,,"
16,032
",,"
[1]  ","
"
2020-09-05,"
Grand Princess Ship ",103,"
","
3 ", ,"
100 ",,,"
",,"
[1]  ","
"
2020-09-05,"
Wuhan Repatriated ",3,"
","
", ,"
3 ",,,"
3
",,"
 ","
"
2020-09-05,"
Diamond Princess Ship ",46,"
","
", ,"
46 ",,,"
46
",,"
 ","
"
2020-09-05,Total:,1347318,9,80040,3,1029198,4070,242,8918345,26943, , 
