Date,USAState,TotalCases,NewCases,TotalDeaths,NewDeaths,ActiveCases,Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Source,Projections
2020-05-08,"
Tennessee ","14,441 ","
","
241 ", ,"
7,189 ","2,115",35,"
243,578 ","35,667","
[1] [2] [3]  ","
[projections]
"
2020-05-08,"
North Carolina ","14,007 ","
","
530 ", ,"
11,669 ","1,336",51,"
178,613 ","17,030","
[1] [2] [3] [4]  ","
[projections]
"
2020-05-08,"
Iowa ","11,457 ","
","
243 ", ,"
6,529 ","3,631",77,"
70,261 ","22,269","
[1] [2]  ","
[projections]
"
2020-05-08,"
Rhode Island ","10,779 ","
","
399 ", ,"
9,650 ","10,175",377,"
85,266 ","80,488","
[1]  ","
[projections]
"
2020-05-08,"
Arizona ","10,526 ","
","
517 ", ,"
9,939 ","1,446",71,"
119,907 ","16,474","
[1]  ","
[projections]
"
2020-05-08,"
Minnesota ","10,088 ","
","
534 ", ,"
3,857 ","1,789",95,"
101,270 ","17,957","
[1] [2]  ","
[projections]
"
2020-05-08,"
 Missouri ","9,692 ","
","
479 ", ,"
7,150 ","1,579",78,"
108,721 ","17,714","
[1] [2] [3] [4] [5] [6] [7]  ","
[projections]
"
2020-05-08,"
Wisconsin ","9,590 ","
","
384 ", ,"
4,858  ","1,647",66,"
106,855 ","18,352","
[1] [2] [3] [4] [5] [6]  ","
[projections]
"
2020-05-08,"
Alabama ","9,385 ","
+10 ","
383 ", ,"
8,982 ","1,914",78,"
122,396 ","24,963","
[1]  ","
 [projections]
"
2020-05-08,"
Mississippi ","9,090 ","
","
409 ", ,"
4,260 ","3,054",137,"
81,191 ","27,281","
[1] [2]  ","
[projections]
"
2020-05-08,"
Nebraska ","7,831 ","
","
92 ", ,"
7,717 ","4,048",48,"
43,046 ","22,253","
[1] [2]  ","
[projections]
"
2020-05-08,"
South Carolina ","7,367 ","
","
320 ", ,"
2,166 ","1,431",62,"
78,290 ","15,206","
[1] [2]  ","
[projections]
"
2020-05-08,"
Kansas ","6,667 ","
","
168 ", ,"
4,824 ","2,288",58,"
47,708 ","16,376","
[1] [2] [3] [4] [5] [6] [7]  ","
[projections]
"
2020-05-08,"
Kentucky ","6,288 ","
","
298 ", ,"
3,724 ","1,407",67,"
86,428 ","19,345","
[1]  ","
[projections]
"
2020-05-08,"
Delaware ","6,111 ","
","
213 ", ,"
3,670 ","6,276",219,"
28,264 ","29,026","
[1]  ","
[projections]
"
2020-05-08,"
Utah ","5,919 ","
","
61 ", ,"
3,673 ","1,846",19,"
138,688 ","43,259","
[1]  ","
[projections]
"
2020-05-08,"
District Of Columbia ","5,899 ","
","
304 ", ,"
4,770 ","8,358",431,"
27,115 ","38,420","
[1]  ","
[projections]
 "
2020-05-08,"
Nevada ","5,884 ","
","
301 ", ,"
1,386 ","1,910",98,"
65,544 ","21,279","
[1] [2]  ","
[projections]
"
2020-05-08,"
New Mexico ","4,673 ","
","
181 ", ,"
3,367 ","2,229",86,"
93,262 ","44,478","
[1] [2]  ","
[projections]
"
2020-05-08,"
Oklahoma ","4,424 ","
","
266 ", ,"
1,094 ","1,118",67,"
89,857 ","22,709","
[1] [2]  ","
[projections]
"
2020-05-08,"
Arkansas ","3,747 ","
","
88 ", ,"
691 ","1,242",29,"
65,528 ","21,714","
[1]  ","
[projections]
"
2020-05-08,"
South Dakota ","3,144 ","
","
31 ", ,"
1,044 ","3,554",35,"
21,293 ","24,069","
[1]  ","
[projections]
"
2020-05-08,"
Oregon ","3,068 ","
","
124 ", ,"
1,819 ",727,29,"
72,657 ","17,227","
[1] [2]  ","
[projections]
"
2020-05-08,"
New Hampshire ","2,947 ","
","
121 ", ,"
1,616 ","2,167",89,"
32,298 ","23,754","
[1]  ","
[projections]
"
2020-05-08,"
Idaho ","2,205 ","
","
67 ", ,"
759 ","1,234",37,"
31,099 ","17,402","
[1] [2]  ","
[projections]
"
2020-05-08,"
North Dakota ","1,425 ","
","
33 ", ,"
678 ","1,870",43,"
42,501 ","55,771","
[1]  ","
[projections]
"
2020-05-08,"
Maine ","1,374 ","
","
63 ", ,"
475 ","1,022",47,"
23,356 ","17,375","
[1] [2]  ","
 [projections]
"
2020-05-08,"
West Virginia ","1,323 ","
","
52 ", ,"
533 ",738,29,"
59,567 ","33,238","
[1]  ","
[projections]
"
2020-05-08,"
Vermont ",919 ,"
","
53 ", ,"
129 ","1,473",85,"
 19,008 ","30,462","
[1]  ","
[projections]
"
2020-05-08,"
Wyoming ",644 ,"
","
7 ", ,"
209 ","1,113",12,"
12,007 ","20,746","
[1] [2]  ","
[projections]
"
2020-05-08,"
Hawaii ",629 ,"
","
17 ", ,"
47 ",444,12,"
37,712 ","26,635","
[1] [2]  ","
[projections]
"
2020-05-08,"
Montana ",458 ,"
","
16 ", ,"
22 ",429,15,"
20,945 ","19,597","
[1] [2] [3]  ","
[projections]
"
2020-05-08,"
Alaska ",377 ,"
","
10 ", ,"
62 ",515,14,"
25,473 ","34,821","
[1]  ","
[projections]
"
2020-05-08,"
Guam ",151 ,"
","
5 ", ,"
15 ",,,"
605
",,"
[1]  ","
"
2020-05-08,"
Northern Mariana Islands ",15 ,"
","
2 ", ,"
1 ",,,"
2,336
",,"
[1] [2]  ","
"
2020-05-08,"
Puerto Rico ","2,156 ","
","
107 ", ,"
1,303 ",637,32,"
13,022
","3,845","
[1] [2] [3]  ","
"
2020-05-08,"
United States Virgin Islands ",68 ,"
","
4 ", ,"
7 ",,,"
1,128
",,"
[1] [2]  ","
"
2020-05-08,"
Veteran Affairs ","10,666 ","
","
831 ", ,"
2,794 ",,,"
107,178
",,"
[1] [2]  ","
"
2020-05-08,"
US Military ","7,826 ","
","
27 ", ,"
4,643 ",,,"
",,"
[1] [2]  ","
"
2020-05-08,"
Federal Prisons ","3,330 ","
","
45 ", ,"
2,387 ",,,"
",,"
[1]  ","
"
2020-05-08,"
Navajo Nation ","2,757 ","
","
88 ", ,"
2,669 ",,,"
15,563
",,"
[1]  ","
"
2020-05-08,"
Grand Princess Ship ",103 ,"
","
3 ", ,"
100 ",,,"
",,"
[1]  ","
"
2020-05-08,"
Wuhan Repatriated ",3 ,"
","
", ,"
3 ",,,"
3
",,"
 ","
"
2020-05-08,"
Diamond Princess Ship ",46 ,"
","
", ,"
46 ",,,"
46
",,"
 ","
"
2020-05-08,Total:,"1,322,163",+378,"78,616",+1,"1,019,798","3,994",238,"8,638,846","26,099", , 
