Date,USAState,TotalCases,NewCases,TotalDeaths,NewDeaths,ActiveCases,Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Source,Projections
2020-05-06,"
Wyoming ",631 ,"
","
7 ", ,"
208 ","1,084",12,"
12,007 ","20,636","
[1] [2]  ","
[projections]
"
2020-05-06,"
Hawaii ",626 ,"
","
17 ", ,"
51 ",440,12,"
35,918 ","25,258","
[1] [2]  ","
[projections]
"
2020-05-06,"
Montana ",457 ,"
","
16 ", ,"
24 ",439,15,"
19,704 ","18,915","
[1] [2] [3]  ","
[projections]
"
2020-05-06,"
Alaska ",372 ,"
","
10 ", ,"
76 ",504,14,"
23,655 ","32,030","
[1]  ","
[projections]
"
2020-05-06,"
Guam ",149 ,"
","
5 ", ,"
13 ",,,"
605
",,"
[1]  ","
"
2020-05-06,"
Northern Mariana Islands ",15 ,"
","
2 ", ,"
1 ",,,"
948
",,"
[1] [2]  ","
"
2020-05-06,"
Puerto Rico ","1,968 ","
","
99 ", ,"
1,123 ",581,29,"
13,022
","3,845","
[1] [2] [3]  ","
"
2020-05-06,"
United States Virgin Islands ",66 ,"
","
4 ", ,"
11 ",,,"
1,046
",,"
[1] [2]  ","
"
2020-05-06,"
Veteran Affairs ","10,154 ","
","
793 ", ,"
3,064 ",,,"
107,178
",,"
[1] [2]  ","
"
2020-05-06,"
US Military ","7,604 ","
","
27 ", ,"
4,582 ",,,"
",,"
[1] [2]  ","
"
2020-05-06,"
Navajo Nation ","2,559 ","
","
79 ", ,"
2,480 ",,,"
11,627
",,"
[1]  ","
"
2020-05-06,"
Federal Prisons ","2,465 ","
","
42 ", ,"
1,713 ",,,"
",,"
[1]  ","
"
2020-05-06,"
Grand Princess Ship ",103 ,"
","
3 ", ,"
100 ",,,"
",,"
[1]  ","
"
2020-05-06,"
Wuhan Repatriated ",3 ,"
","
", ,"
3 ",,,"
3
",,"
 ","
"
2020-05-06,"
Diamond Princess Ship ",46 ,"
","
", ,"
46 ",,,"
46
",,"
 ","
"
2020-05-06,Total:,"1,263,224",+132,"74,809",+10,"975,306","3,816",226,"8,005,589","24,186", , 
