Date,USAState,TotalCases,NewCases,TotalDeaths,NewDeaths,ActiveCases,Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Source,Projections
2020-05-14,"
Arizona ","12,674 ","
","
624 ", ,"
11,980 ","1,741",86,"
175,455 ","24,105","
[1]  ","
[projections]
"
2020-05-14,"
Rhode Island ","12,016 ","
","
468 ", ,"
10,662 ","11,343",442,"
101,601 ","95,908","
[1]  ","
[projections]
"
2020-05-14,"
Wisconsin ","11,275  ","
","
434 ", ,"
5,168 ","1,936",75,"
133,873 ","22,993","
[1] [2] [3] [4] [5] [6]  ","
[projections]
"
2020-05-14,"
Alabama ","11,101 ","
","
473 ", ,"
10,608 ","2,264",96,"
144,422 ","29,455","
[1]  ","
[projections]
"
2020-05-14,"
Missouri ","10,555 ","
","
566 ", ,"
7,335 ","1,720",92,"
124,142 ","20,227","
[1] [2] [3] [4] [5] [6] [7]  ","
[projections]
 "
2020-05-14,"
Mississippi ","10,483 ","
","
480 ", ,"
3,735 ","3,522",161,"
105,326 ","35,390","
[1] [2]  ","
[projections]
"
2020-05-14,"
Nebraska ","9,416 ","
","
113 ", ,"
9,281 ","4,868",58,"
57,315 ","29,629","
[1] [2]  ","
[projections]
"
2020-05-14,"
South Carolina ","8,189 ","
","
371 ", ,"
2,937 ","1,590",72,"
102,535 ","19,915","
[1] [2]  ","
[projections]
"
2020-05-14,"
Kansas ","7,703 ","
","
189 ", ,"
5,657 ","2,644",65,"
57,544 ","19,752","
[1] [2] [3] [4] [5] [6] [7]  ","
[projections]
"
2020-05-14,"
Kentucky ","7,225 ","
","
328 ", ,"
4,185 ","1,617",73,"
 121,246 ","27,139","
[1]  ","
[projections]
"
2020-05-14,"
Delaware ","7,223 ","
","
260 ", ,"
3,883 ","7,418",267,"
36,857 ","37,850","
[1]  ","
[projections]
"
2020-05-14,"
Utah ","6,749 ","
","
75 ", ,"
3,108 ","2,105",23,"
160,119 ","49,944","
[1]  ","
[projections]
"
2020-05-14,"
District Of Columbia ","6,736 ","
","
358 ", ,"
5,412 ","9,544",507,"
32,999 ","46,757","
[1]  ","
[projections]
"
2020-05-14,"
Nevada ","6,499 ","
","
339 ", ,"
1,963 ","2,110",110,"
82,993 ","26,944","
[1] [2]  ","
[projections]
"
2020-05-14,"
New Mexico ","5,503 ","
","
242 ", ,"
3,685 ","2,624",115,"
119,601 ","57,039","
[1] [2]  ","
[projections]
"
2020-05-14,"
Oklahoma ","4,962 ","
","
284 ", ,"
1,018 ","1,254",72,"
109,859 ","27,763","
[1] [2]  ","
[projections]
"
2020-05-14,"
Arkansas ","4,366 ","
","
98 ", ,"
991 ","1,447",32,"
75,818 ","25,124","
[1]  ","
[projections]
"
2020-05-14,"
South Dakota ","3,792 ","
","
43 ", ,"
1,312 ","4,286",49,"
25,844 ","29,214","
[1]  ","
[projections]
"
2020-05-14,"
Oregon ","3,479 ","
","
137 ", ,"
1,936 ",825,32,"
86,679 ","20,551","
[1] [2]  ","
[projections]
"
2020-05-14,"
New Hampshire ","3,382 ","
","
151 ", ,"
1,984 ","2,487",111,"
42,530 ","31,279","
[1]  ","
[projections]
"
2020-05-14,"
Idaho ","2,351 ","
","
72 ", ,"
900 ","1,316",40,"
34,546 ","19,331","
[1] [2]  ","
[projections]
"
2020-05-14,"
North Dakota ","1,712 ","
","
40 ", ,"
665 ","2,247",52,"
50,311 ","66,020","
[1]  ","
[projections]
"
2020-05-14,"
Maine ","1,565 ","
","
69 ", ,"
538 ","1,164",51,"
33,035 ","24,576","
[1] [2]  ","
[projections]
 "
2020-05-14,"
West Virginia ","1,434 ","
","
62 ", ,"
559 ",800,35,"
68,978 ","38,489","
[1]  ","
[projections]
"
2020-05-14,"
Vermont ",932 ,"
","
53 ", ,"
87 ","1,494",85,"
22,505 ","36,066","
[1]  ","
[projections]
"
2020-05-14,"
Wyoming ",701 ,"
","
7 ", ,"
214 ","1,211",12,"
15,252 ","26,353","
[1] [2]  ","
[projections]
"
2020-05-14,"
Hawaii ",637 ,"
","
 17 ", ,"
56 ",450,12,"
38,365 ","27,096","
[1] [2]  ","
[projections]
"
2020-05-14,"
Montana ",462 ,"
","
16 ", ,"
15 ",432,15,"
24,549 ","22,969","
[1] [2] [3]  ","
[projections]
"
2020-05-14,"
Alaska ",387 ,"
","
10 ", ,"
38 ",529,14,"
31,762 ","43,418","
[1]  ","
[projections]
"
2020-05-14,"
Guam ",152 ,"
","
5 ", ,"
16 ",,,"
605
",,"
[1]  ","
"
2020-05-14,"
Northern Mariana Islands ",19 ,"
","
2 ", ,"
5 ",,,"
3,040
",,"
[1] [2]  ","
"
2020-05-14,"
Puerto Rico ","2,427 ","
","
117  ", ,"
1,564 ",717,35,"
13,022
","3,845","
[1] [2] [3]  ","
"
2020-05-14,"
United States Virgin Islands ",69 ,"
","
6 ", ,"
2 ",,,"
1,242
",,"
[1] [2]  ","
"
2020-05-14,"
Veteran Affairs ","11,767 ","
","
972 ", ,"
2,557 ",,,"
129,181
",,"
[1] [2]  ","
"
2020-05-14,"
US Military ","8,297 ","
","
27 ", ,"
4,806 ",,,"
",,"
[1] [2]  ","
"
2020-05-14,"
Federal Prisons ","3,629 ","
","
51 ", ,"
1,943 ",,,"
",,"
[1]  ","
"
2020-05-14,"
Navajo Nation ","3,392 ","
","
119 ", ,"
3,273 ",,,"
16,549
",,"
[1]  ","
"
2020-05-14,"
Grand Princess Ship ",103 ,"
","
3 ", ,"
100 ",,,"
",,"
[1]  ","
"
2020-05-14,"
Wuhan Repatriated ",3 ,"
","
", ,"
 3 ",,,"
3
",,"
 ","
"
2020-05-14,"
Diamond Princess Ship ",46 ,"
","
", ,"
46 ",,,"
46
",,"
 ","
"
2020-05-14,Total:,"1,457,593",,"86,912",,"1,052,654","4,404",263,"10,638,893","32,141", , 
