Date,USAState,TotalCases,NewCases,TotalDeaths,NewDeaths,ActiveCases,Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Source,Projections
2020-05-12,"
West Virginia ","1,378 ","
","
58 ", ,"
507 ",769,32,"
65,708 ","36,664","
[1]  ","
[projections]
"
2020-05-12,"
Vermont ",927 ,"
","
53 ", ,"
87 ","1,486",85,"
21,262 ","34,074","
[1]  ","
[projections]
"
2020-05-12,"
Wyoming ",675 ,"
","
7 ", ,"
217 ","1,166",12,"
15,059 ","26,019","
[1] [2]  ","
[projections]
"
2020-05-12,"
Hawaii ",635 ,"
","
17 ", ,"
55 ",448,12,"
37,939 ","26,796","
[1] [2]  ","
[projections]
"
2020-05-12,"
Montana ",461 ,"
","
16 ", ,"
20 ",431,15,"
23,035 ","21,553","
[1] [2] [3]  ","
[projections]
"
2020-05-12,"
Alaska ",383 ,"
","
10 ", ,"
39 ",524,14,"
29,961 ","40,956","
[1]  ","
[projections]
"
2020-05-12,"
Guam ",152 ,"
","
5 ", ,"
16 ",,,"
605
",,"
[1]  ","
"
2020-05-12,"
Northern Mariana Islands ",19 ,"
","
2 ", ,"
5 ",,,"
2,695
",,"
[1] [2]  ","
"
2020-05-12,"
Puerto Rico ","2,299 ","
","
114 ", ,"
1,439 ",679,34,"
13,022
","3,845","
[1] [2] [3]  ","
"
2020-05-12,"
United States Virgin Islands ",69 ,"
","
6 ", ,"
2 ",,,"
1,242
",,"
[1] [2]  ","
"
2020-05-12,"
Veteran Affairs ","11,464 ","
","
929 ", ,"
2,595 ",,,"
129,181
",,"
[1] [2]  ","
"
2020-05-12,"
US Military ","8,130 ","
","
27 ", ,"
4,639 ",,,"
",,"
[1] [2]  ","
"
2020-05-12,"
Federal Prisons ","3,629 ","
","
50 ", ,"
2,644 ",,,"
",,"
[1]  ","
"
2020-05-12,"
Navajo Nation ","3,204 ","
","
102 ", ,"
3,102 ",,,"
16,549
",,"
[1]  ","
"
2020-05-12,"
Grand Princess Ship ",103 ,"
","
3 ", ,"
100 ",,,"
",,"
[1]  ","
"
2020-05-12,"
Wuhan Repatriated ",3 ,"
","
", ,"
3 ",,,"
3
",,"
 ","
"
2020-05-12,"
Diamond Princess Ship ",46 ,"
","
", ,"
46 ",,,"
46
",,"
 ","
"
2020-05-12,Total:,"1,408,636",,"83,425",,"1,021,243","4,256",252,"9,935,720","30,017", , 
