screen_name,created_at,location,state_abb,state,source,hashtags,text
vegangrrl,2020-04-21 22:09:00,"Austin, TX",TX,Texas,Twitter for Android,"COVID19, StimulusChecks",Consumer &amp; banking industry orgs urged lawmakers to clarify that #COVID19 #StimulusChecks should be exempt from otherwise legally binding garnishment orders. #CARESAct 1/6 https://t.co/MizchhIIqp
FleetwoodMaxFL,2020-04-21 22:09:00,USA,,,Twitter for Android,,"@DemocratFed @luckydoghot @quarteralien @Goldstatetimes @FoxNews @johnrobertsFox @realDonaldTrump @DanScavino @Harvard @Stanford And then tell the rest of the story of the Stanford study.  It was limited in scope.  It was not reflected of California population. Anti-bodies don’t necessarily mean, you can not contract Covid-19"
RepBrianFitz,2020-04-21 22:09:00,"Langhorne, PA",PA,Pennsylvania,TweetDeck,"inittogether, GoBirds","An incredible act of kindness from our very own @Eagles owner Jeffrey Lurie. Thank you, Jeffrey, for your generosity! #inittogether #GoBirds

https://t.co/BPwX1LwWEu"
JoshuaDavidLacy,2020-04-21 22:09:00,"Daytona Beach, FL",FL,Florida,Twitter for iPhone,,"The Ohio Nazi protesting the COVID-19 quarantine on Saturday at the state capital is identified as Matthew Patrick Slatzer, 36, of Canton, Ohio. https://t.co/19MvZHn76Q"
MarkMarcarian,2020-04-21 22:09:00,"Philadelphia, PA",PA,Pennsylvania,Twitter for Android,,@KellyHevel @LibyaLiberty Looks like a Covid-19 model.
geunsmeyer,2020-04-21 22:09:00,"Medford, MA",MA,Massachusetts,Twitter for iPhone,,"I have been corresponding with the authors of the well-known Santa Clara County COVID-19 preprint, and I am alarmed at their sloppy behavior. The confidence interval calculation in their preprint made demonstrable math errors - *not* just questionable methodological choices."
BulldogNExile,2020-04-21 22:08:59,Florida,FL,Florida,Twitter for Android,,"@Normsmusic They need to build a ""state"" somewhere where beer is 25 cents a case and NASCAR cars go around in circles 24 hours a day.  Then maybe all the nitwits will drag their Covid ridden asses there and not infect us."
mefbama,2020-04-21 22:08:59,TN,TN,Tennessee,Twitter Web App,,"The lockdowns must continue, unless you're Bill Clinton's former press secretary who works at ABC News or you're the CNN anchor brother of New York's Democrat governor. That's different. All animals are equal, but some animals are more equal than others. https://t.co/YAbSbMfbMQ"
shawny_strolls,2020-04-21 22:08:59,"Paterson, NJ",NJ,New Jersey,Twitter for iPhone,,"Hi friends, like many of us, I am unable to work due to COVID-19&amp; I am doing what I can to pay bills &amp;what not. I do custom drawings for anyone, at reasonable prices. If you could please help me out by retweeting this to get the word out I would really appreciate your help❤️❤️❤️ https://t.co/dEsl6bPVIG"
SaintsNotes,2020-04-21 22:08:59,"New York, NY",NY,New York,Twitter for iPhone,,"Population;
US: 328M
France,Germany,Italy,UK,Spain: 324M

COVID-19 Cases;
US: 819,866
F/G/I/UK/S: 782,590

Deaths;
US: 44,768
F/G/I/UK/S: 88,740

Tweet below inspired me. Might do this every few days, might not 🤷🏼‍♂️

#’s from a google search lol https://t.co/jp62bAPL1E"
ElFeli07,2020-04-21 22:08:58,"Boston, MA",MA,Massachusetts,Twitter for iPhone,,DR ain’t playing with this COVID-19 🦠 https://t.co/utW3vhKdLU
big4bio,2020-04-21 22:08:58,"San Francisco, CA",CA,California,Twitter for Android,"bioprocess, tech, biopharma, COVID19","""We are collaborating with over 200 customers on solutions for COVID-19 in three categories: diagnosis, vaccine development, and manufacturing treatment options.""

#bioprocess #tech #biopharma #COVID19 
https://t.co/jteVX2c6iE"
CastonChris,2020-04-21 22:08:58,"Chicago, Illinois",IL,Illinois,Twitter for iPhone,,More than 800K COVID-19 cases. More than 43K deaths since 2/29. @realDonaldTrump This is your legacy as POTUS. https://t.co/gMGKcfHj62
mak4332,2020-04-21 22:08:58,"Alamogordo, NM",NM,New Mexico,Twitter Web App,,Coronavirus Panel Recommends Against Use Of Hydroxychloroquine And Azithromycin : Coronavirus Live Updates : NPR https://t.co/60Epnpz8eJ
GiaWarnerMiller,2020-04-21 22:08:58,"Washington, DC",WA,Washington,Twitter for iPhone,,Overheard: So are we calling these armed Covid-19 protestors the “Flu Klux Klan?” Because if not that sounds like a missed opportunity.
OhStellarr,2020-04-21 22:08:58,"Mesa, AZ",AZ,Arizona,Twitter for iPhone,,@turntuptomas13 Looks like she’s definitely getting covid
gavin4annapolis,2020-04-21 22:08:57,"Annapolis, MD",MD,Maryland,Twitter for iPhone,,Join us live now for our next COVID-19 Virtual Town Hall. Leave us a question in the Facebook comments or email us at covidtownhall@aacounty.org https://t.co/k6CBoguE2C
jawzone,2020-04-21 22:08:57,"Chicago, IL",IL,Illinois,Twitter Web App,,"BREAKING: Maine will receive at least $16,295,844 for COVID-19 testing needs from this new emergency aid package the Senate passed this afternoon."
geographile,2020-04-21 22:08:56,California,CA,California,Twitter for Android,,"This Thursday, April 23rd 7pm be sure to tune in to our Twitch channel, https://t.co/HZtVlBtnLv, as we interview @Talbot_Brooks - ""Bad Cartography or Cognitive Bias"". Read the Abstract here: https://t.co/nAYetOOPe7
#Geospatial #Cartography #COVID19Maps"
thommq,2020-04-21 22:08:56,"Hudson Valley, NY",NY,New York,TweetDeck,,"If COVID-19 were a liberal hoax or if the lockdowns were overreach, Disney would be baying for an end to social distancing. The fact that they're not proves that this is real. Follow the money, and the money says the optics of Animal Kingdom killing Grandma are really bad."
Indedotcom,2020-04-21 22:08:56,"Massillon, OH",OH,Ohio,SocialNewsDesk,,OHSAA exploring options for fall sports after COVID-19 orders canceled spring sports. Among the possibilities include shortened season for football and other sports. https://t.co/sGfSFrQ99N
DaveMc99TA,2020-04-21 22:08:56,"Seattle Area, WA",WA,Washington,TweetCaster for iOS,,Louder than noisy ‘reopener’ protesters: The overwhelming majority of sane Pennsylvanians who are quietly staying home. https://t.co/1OYa03j7w2
Betty_Lea,2020-04-21 22:08:56,"Florida, USA",FL,Florida,Twitter for iPhone,,"BREAKING: 50+ members of Congress want to ensure no COVID-19 stimulus $ goes to the Wuhan animal lab exposed by WCW! ✂️💰🦇 Read their letter👇🏼

https://t.co/25dPExMWRN"
karen_erotoo1,2020-04-21 22:08:56,"New Jersey, USA",NJ,New Jersey,Twitter for Android,TermLimits,"@debraraes YOU SHUT UP 🤐 &amp; SIT DOWN @BernieSanders!  Go EAT ICE CREAM with @SpeakerPelosi &amp; CHILL OUT!  #TermLimits @realDonaldTrump @DonaldJTrumpJr @SenTedCruz #WalkAwayFromDemocratsForever 
Your President &amp; Mine has done a fine job handling COVID-19 Pandemic!
Call me I have the timeline! https://t.co/Kup00FC0Uh"
smoore1966,2020-04-21 22:08:56,USA,,,Twitter for iPhone,,"States are now ADDING people to Coronavirus death tolls who NEVER tested positive for COVID-19.

There will be a spike in numbers this week because OLD deaths are being RECLASSIFIED.

They'll use this to scare us. They're desperate to make this look bad.

It's time to protest."
DannyPevoto,2020-04-21 22:08:56,"Austin, Texas",TX,Texas,Twitter Web App,,"LIES and CORRUPTION
__________________

The WHO Lied, IHME Lied, Fauci Bought the Lies: Latest International Study Shows COVID-19 Mortality Rate at 0.2% Not 3.4% – Why Was The Gateway Pundit the Only One to Catch This?
https://t.co/u5m21G0Hd0"
WxExtreme,2020-04-21 22:08:56,"Lake Tahoe, NV",NV,Nevada,Twitter Web Client,,How COVID-19 Interferes With Weather Forecasts and Climate Research https://t.co/eXTVBSfyea
s_kleinschmidt,2020-04-21 22:08:56,"Boston, MA",MA,Massachusetts,Twitter for iPhone,,"‘It’s going to break us, but we won’t let it break you’ — These doctors opened up about the mental health toll of fighting COVID-19 on the front lines https://t.co/qT1aPiEomm"
naranjo_IB,2020-04-21 22:08:55,"Kendall, FL",FL,Florida,Twitter for iPhone,coronavirus,"Florida hosted spring break &amp; winter solstice during the #coronavirus pandemic. 
Despite having a large elderly population &amp; never locking down their state—hospital bed space has INCREASED &amp; they maintain a very low death rate. 

Time to #ReopenAmerica!

https://t.co/loEVnTGUhV"
wbtegra,2020-04-21 22:08:55,"Charleston, SC",SC,South Carolina,Twitter for iPhone,,“A panel of experts convened by the National Institute of Allergy and Infectious Diseases recommends against doctors using a combination of hydroxychloroquine and azithromycin for the treatment of COVID-19 patients because of potential toxicities.” https://t.co/bJYgQMdVud
jamilaakil,2020-04-21 22:08:55,"Chicago, IL",IL,Illinois,Twitter Web App,,Black Owned Companies With Disinfectant &amp; Cleaners To Fight COVID-19 | How We Buy Black https://t.co/pkW3kqTJ0S
ReadyStPaul,2020-04-21 22:08:55,"St Paul, MN",MN,Minnesota,Twitter Web App,,"Find resources for nonprofits, including loan programs and emergency funds at https://t.co/LoyOXS1KKF. https://t.co/gHf8ViUIDl"
livinmylife87,2020-04-21 22:08:55,"Orangeburg, SC",SC,South Carolina,Twitter for iPhone,,*covid
PTekach,2020-04-21 22:08:54,"Poland, OH",OH,Ohio,Twitter for Android,,NYPD Chief of Transportation is on life support  with COVID-19 https://t.co/Aip7opuvPx via @MailOnline
Paposaurus,2020-04-21 22:08:54,"Miami, FL",FL,Florida,Twitter for Android,,"If you receive a text message saying “Someone who came in contact with you tested positive or has shown symptoms for COVID-19 &amp; recommends you self-isolate/get tested,” DO NOT click the link. This is a scam. https://t.co/P2a57N5G6V"
rhapsodynbloom,2020-04-21 22:08:54,"West Melbourne, FL",FL,Florida,Twitter for Android,,"Let’s talk about the covid timeline vis à vis Bill Barr, the human coronavirus wreaking havoc on the Justice Dept &amp; our republic.

[THREAD] https://t.co/JIvOci8PaH"
KathySueHurt1,2020-04-21 22:08:54,"Kentucky, USA",KY,Kentucky,Twitter Web App,,"Families are being devastated by this virus. 

We have to ramp up testing and we must expand data collection to address the disparities in testing and treatment of COVID-19 in communities of color—and we need to do it now. 
https://t.co/QxowJNUzz0"
abcpelican,2020-04-21 22:08:54,"Baton Rouge, LA",LA,Louisiana,TweetDeck,"COVID19, PPP","Senate Passes $484 Billion #COVID19 Relief Legislation, Adding $310 Billion for #PPP Loans for Small Businesses. House Votes Next on Thursday - https://t.co/4HoKkVYJUH https://t.co/VvghdZ23hm"
NW_Horadam,2020-04-21 22:08:53,"Atlanta, GA",GA,Georgia,Twitter for iPhone,,What is more screwed? (Southeast COVID-19 Edition)
pattykvilla,2020-04-21 22:08:53,"Lawrenceburg, IN",IN,Indiana,Twitter for Android,,"A new analysis found that 11% of veterans with Covid-19 died when they received standard care — but the death rate rose to 28% when they were also given hydroxychloroquine, the malaria drug touted by Trump. https://t.co/vTqHJqG5Wt"
revdrhenry,2020-04-21 22:08:53,"Kissimmee, Florida",FL,Florida,Twitter Web Client,,Factory workers helping to make protective gear for COVID-19 go home after 28 days https://t.co/pyF3zxEcMJ via @Yahoo
Johnthepope99,2020-04-21 22:08:53,"San Antonio, TX",TX,Texas,Twitter for iPhone,,COVID-19 hearing some States are opening public businesses as early as Friday. https://t.co/UQZl2wdRh4
DrakeUniversity,2020-04-21 22:08:53,"Des Moines, Iowa",IA,Iowa,Twitter for iPhone,Hulk,"@MarkRuffalo - #Hulk the Bulldog is the winner! 

Everyone had to vote virtually this year, but in a close race, this adorable guy - who was named after The Green Guy - beat out the adorable Hazel. 

#BeautifulBulldog
#DrakeRelays (not run due to COVID) https://t.co/4GTrYgMi6A"
KellyReinkeTV,2020-04-21 22:08:52,"Indianapolis, IN",IN,Indiana,Twitter Web App,,"Monday (4/20), I was curious why the most recent data available on cases in long-term care facilities was still from 4/15.

Starting 4/10, state executive order required LTCF to report any COVID-19 related death to ISDH within 24 hours of facilities' knowledge. 

State response: https://t.co/jpZzlcOUFj"
mattshuham,2020-04-21 22:08:52,"New York, NY",NY,New York,Twitter for iPhone,,"States &amp; local governments need funding &amp; decisions within weeks, not months, to be able to massively expand mail voting &amp; other methods in time for November. Even if there are future stimulus packages to battle over, there may not be enough time https://t.co/QGIYgIlZID"
BugKlr,2020-04-21 22:08:52,"West Virginia, USA",WV,West Virginia,Twitter for Android,,"So why the surge in USA deaths today?

Simple, new CDC guidelines gave hospitals carte blanche to code any sniffle as COVID-19 with no testing required. They get paid a fortune for COVID-19 cases.

Follow the money.

The numbers are fiction."
wbkotv,2020-04-21 22:08:52,"Bowling Green, KY",KY,Kentucky,SocialNewsDesk,,"Muhlenberg County Health Department confirms one additional case of COVID-19
https://t.co/Rv1ZubzSFp"
TXMAGAMAN1,2020-04-21 22:08:52,"Texas, USA",TX,Texas,Twitter for iPhone,,We need to “wash” our debt with China.  We have paid them back with suffering from the Covid-19 virus.  Cut ties and start building American again.  Restore the American Pride!!!  The Best is Yet to Come!! @realDonaldTrump https://t.co/UMJZ0F9hxh
pithinthewind,2020-04-21 22:08:52,"Nashville, TN",TN,Tennessee,TweetDeck,,"Gov. Bill Lee announced Monday that “the vast majority of businesses” in 89 of the state’s 95 counties will be allowed to reopen May 1. What are your thoughts on the announcement? Do you have access to COVID-19 testing if you need it?

Take our poll here: https://t.co/Iy0eF3wftN https://t.co/pfHRYCa4j0"
adamjwhitedc,2020-04-21 22:08:52,A quiet corner of Virginia,VA,Virginia,Twitter Web App,,"Bravo to ⁦@jonward11⁩ for talking clearly with both sides—⁦@adamjwhitedc⁩ of ⁦@AEI⁩ Friday, and ⁦@BenCardinforMD⁩ the day before—and for plugging practical opportunities to serve a neighbor in the midst of Covid-19:  https://t.co/e550hWiJxd"
Wells96Thomas,2020-04-21 22:08:52,"Jacksonville, FL",FL,Florida,Twitter Web App,McRib4CV,@McDonalds BRING BACK THE MCRIB...ALL Proceeds to be donated to Covid relief #McRib4CV
MaryGoonasgal,2020-04-21 22:08:52,"Seattle, WA",WA,Washington,Twitter for Android,,Everyone seeking to understand the extent of Trump’s botched response to COVID-19 must recognize that Trump wasted one of the country’s best weapons to fight a pandemic: The Strategic National Stockpile of protective equipment. https://t.co/5ABsuqCZnr
jjeff14,2020-04-21 22:08:52,"Los Angeles, CA",CA,California,Twitter for iPhone,,"@JoeNBC The Neiman Marcus Group, like other retail, was already on its last leg. The COVID-19 crisis was the proverbial last straw that broke the camel's back."
ViewFromWise,2020-04-21 22:08:51,"Dunwoody, GA",GA,Georgia,Twitter Web App,,"Dr. Birx has no credibility left. 

She has chosen her side — the wrong side of history. 

Here she doubles down on Trump’s lie that we didn’t know how contagious COVID-19 was until March.

Biden sounded the alarm in January.

CDC warned us in February.

 https://t.co/ZukENprJoq"
Philly_NJgirl,2020-04-21 22:08:51,"New Jersey, USA",NJ,New Jersey,Twitter for iPhone,,"Speaking as somebody who survived stage 4 cancer &amp; is now staying at home so I don't get this thing: 

Fuck you William Barr. https://t.co/n3uxBOmJMO"
73GhiaPet,2020-04-21 22:08:51,"Indiana, USA",IN,Indiana,Twitter for iPhone,,Daily reminder that Skylar lost her life to covid at only 5 years old and some people are upset over not being able to plant a garden or go to their second home. #RIPSkylar https://t.co/W09yQfaBOt
WCBSFM,2020-04-21 22:08:50,"New York, NY",NY,New York,Sprout Social,"Jersey4Jersey, StayConnectedTogether","The biggest stars from the Garden State are coming together to raise money for COVID-19 relief tomorrow night at 7PM EST! https://t.co/bGDx5ZcqSt

#Jersey4Jersey
#StayConnectedTogether"
Prof_Nishith_P,2020-04-21 22:08:50,"Connecticut, USA",CT,Connecticut,Twitter for iPhone,,"Join us live on YouTube on 23/4 1530 BST for RES and @iea_world webinar ‘Developing Nations and COVID-19’ with chair Tim Besley, @kaushikcbasu, @rodrikdani, @HaroonBhorat, @AshwDeshpande @AlbertZeufack live here: https://t.co/5FreyVx9uR"
River1056,2020-04-21 22:08:50,"Indiana, USA",IN,Indiana,Twitter Web App,,"If you receive a text message saying “Someone who came in contact with you tested positive or has shown symptoms for COVID-19 &amp; recommends you self-isolate/get tested,” DO NOT click the link. This is a scam. https://t.co/P2a57N5G6V"
pickertpieces,2020-04-21 22:08:50,"San Antonio, TX",TX,Texas,Twitter for iPhone,,I swear to god if ONE more white boy tries to tell me their theory about COVID being a hoax that I’m actually just not smart enough to understand I will LOSE my DAMN mind (fuck it’s gonna happen so many more times)
olenka_1102,2020-04-21 22:08:50,"New Jersey, USA",NJ,New Jersey,Twitter for iPhone,,DR ain’t playing with this COVID-19 🦠 https://t.co/utW3vhKdLU
mit_cmsw,2020-04-21 22:08:50,"Cambridge, MA",MA,Massachusetts,Twitter for Android,,Peeking out from being hunkered down just long enough to tell you to read this fantastic piece by @marylgray and collaborators on the importance of keeping humans in the mix as tech rushes to build contact tracing systems: https://t.co/rwlMSCkMK2
AmPatriot5,2020-04-21 22:08:50,"North Carolina, USA",NC,North Carolina,Twitter for Android,coronavirus,"Florida hosted spring break &amp; winter solstice during the #coronavirus pandemic. 
Despite having a large elderly population &amp; never locking down their state—hospital bed space has INCREASED &amp; they maintain a very low death rate. 

Time to #ReopenAmerica!

https://t.co/loEVnTGUhV"
laurie71,2020-04-21 22:08:50,Ohio,OH,Ohio,Twitter for Android,tytlive,"Speaking as a small village Mayor, I am tired of hearing politicians give their opinions about COVID-19. #tytlive"
beyonderisdead,2020-04-21 22:08:50,"California, USA",CA,California,Twitter for iPhone,,@sober_uk I hope covid doesn’t ruin summer
MFilmest,2020-04-21 22:08:49,"Jackson, MS",MS,Mississippi,Twitter for Android,,"[COVID-19 RESOURCES] @MDESMS - individuals residing in MS, who were unable to work because of the COVID-19 public health emergency may apply for Pandemic Unemployment Assistance 

Find out more about Pandemic Unemployment Assistance here: https://t.co/dRp4cb1RGN

 #COVID19MS https://t.co/dxfc1PCob3"
frankgay0412,2020-04-21 22:08:49,"Denver, CO",CO,Colorado,Twitter for Android,TapPics,"@realDonaldTrump *president PROPAGANDA, COVID-19 BRIEFING, NOT, Just another of trump interruptions and misinformation!#TapPics https://t.co/j0zYAEvjE0"
jennifermcfarl4,2020-04-21 22:08:49,"Texas, USA",TX,Texas,Twitter for iPhone,,NIH says no evidence COVID-19 was created in a lab. https://t.co/GiRpZyxPgx
blueingreenemo,2020-04-21 22:08:49,Rural MO,MO,Missouri,Twitter for Android,,"12 new COVID-19 deaths reported as Missouri closes in on 6,000 confirmed cases https://t.co/PUlbEuWtrw"
Shadybug60,2020-04-21 22:08:49, OR,OR,Oregon,Twitter for Android,,"Due to Trump's low IQ, inadequate and downright incompetent responses, the COVID-19 will continue to infect and kill. These States where Gov's are disregarding the CDC (known as Trump's) guidelines are in reality, disregarding American lives and America's long term economy!"
kvonkVT,2020-04-21 22:08:49,"Brattleboro, VT",VT,Vermont,Twitter for Android,"brattleboro, vtpoli, vermont, suicides, mentalhealth",Louis Josephson: COVID-19 and the increasing risk factors for suicide @BrattReformer @BrattleRetreat #brattleboro #vtpoli #vermont #suicides #mentalhealth https://t.co/78byMicftQ
Zwinak2020,2020-04-21 22:08:49,"North Carolina, USA",NC,North Carolina,Twitter Web App,,"A coronavirus spike has two functions.  Firstly, to attach to a healthy cell puncture it and enter, and secondly to neutralize antibodies. https://t.co/rirbsnmnph https://t.co/DHy1B18p9h"
tchyntia,2020-04-21 22:08:48,"Near Sac, CA",CA,California,Twitter for Android,,"BREAKING: Maine will receive at least $16,295,844 for COVID-19 testing needs from this new emergency aid package the Senate passed this afternoon."
WisconsinACEP,2020-04-21 22:08:48,"Wisconsin, USA",WI,Wisconsin,Twitter Web App,ACEP4U,"We are so happy to be a voice for so many emergency physicians and be a part of this panel! #ACEP4U

Read more on the @NIH's COVID-19 Guidelines here https://t.co/thOJRZZsHH https://t.co/7uYzBTz01p"
NDSC_LA,2020-04-21 22:08:48,"Los Angeles, CA",CA,California,Twitter Web App,COVID19,Our figures on the #COVID19 outbreak allow you to see if we are flattening the curve in LA County since 3/22. The graphs and our map are updated daily with data from @lapublichealth. You can also see which neighborhoods are most affected by the pandemic. https://t.co/uqmAnyJ1E8 https://t.co/3KfTigoGOV
Teri73263660,2020-04-21 22:08:47,"Oregon, USA",OR,Oregon,Twitter for Android,,Coronavirus Panel Recommends Against Use Of Hydroxychloroquine And Azithromycin : Coronavirus Live Updates : NPR https://t.co/60Epnpz8eJ
PeggyLSantoro,2020-04-21 22:08:47,"Reno, Nevada",NV,Nevada,Twitter Web Client,,Where are the COVID-19 cases in Washoe County? New map breaks them down by ZIP code https://t.co/f4tjkogVrN via @rgj
BoomerBaby54,2020-04-21 22:08:47,"Walnut Creek, California",CA,California,Twitter Web App,"COVIDー19, COVID19, smell, senseofsmell, COVIDsmell, CoronavirusPandemic, coronavirussmell",Losing your sense of smell may be an early symptom of COVID-19... https://t.co/KTqvxKI6XL #COVIDー19 #COVID19 #smell #senseofsmell #COVIDsmell #CoronavirusPandemic #coronavirussmell https://t.co/cIr0Us0CjS
Arsenalhound,2020-04-21 22:08:47,USA,,,Twitter Web App,,"@FlynnSaidWhat @JoshuaGreen I was responding to the info about states with highest obesity rates voting GOP... not the COVID-19 info. If true, I was trying to figure why... and it hit me about the resentent factor. Sadly, society gives larger people a lot to resent... like salaries (in general)...1/2"
L_M_Kpor,2020-04-21 22:08:47,Illinois | Ohio | Virginia,IL,Illinois,Twitter Web App,,"Ashlee Ramirez, a registered nurse who has spent the last month working long hours in an emergency room and helping to intubate COVID-19 patients, has not received stimulus money because she files her taxes jointly with her husband, Fredy, a Honduran citizen https://t.co/7AAeUWqjRP"
penchant4fowl,2020-04-21 22:08:47,"Nashville, TN",TN,Tennessee,Twitter for Android,,"So, Wisconsin lined 7 cases of COVID to the election a few weeks ago. This means 7 people got the virus who also voted. Not that they got it from voting. But the media will try to scare you into accepting mail in voting! Kiss America good bye if that happens."
LazuliLady,2020-04-21 22:08:47,Broomtar’s Ohio USA,OH,Ohio,Twitter for iPhone,,Louder than noisy ‘reopener’ protesters: The majority of Pennsylvanians who are quietly staying home | Editorial https://t.co/JvsmXxAWvT
BizLawyerATL,2020-04-21 22:08:46,"Atlanta, GA",GA,Georgia,Twitter for iPhone,"COVID19, COVID, CoronavirusPandemic, Pandemic, Coronavrirus",Basically. #COVID19 #COVID #CoronavirusPandemic #Pandemic #Coronavrirus https://t.co/jYjINeH4K7
BSpinzone,2020-04-21 22:08:46,"New York, NY",NY,New York,Twitter Web App,,@GeoffRBennett @ddale8 so it has nothing to do with COVID. he's just keeping America as white as possible.
DrKathyHughes,2020-04-21 22:08:46,Massachusetts,MA,Massachusetts,Twitter for iPhone,,"Please join the COVID-19 Action-Coalition: for more information, please visit email covaction19@gmail.com
or join us at
https://t.co/nDtVuBxDPr
https://t.co/ePRdAUv3Px
https://t.co/arWRBwKLKY"
xSaltOfSaintsx,2020-04-21 22:08:46,"California, USA",CA,California,Twitter for iPhone,,"@SeloSlav @SlanceEST HuffPost is trash💩

SVB Leerink analyst Geoffrey Porges says it’ll take several years to develop a safe and effective vaccine.
Suggesting 2023 or 2024

They just want us on lockdown until elections are over 
The motives of the demorats are nauseating

https://t.co/sIUJ5aKm6b"
donna_spackman,2020-04-21 22:08:46,"Texas, USA",TX,Texas,Twitter for iPhone,,"Gosh where are my manners- I neglected to give you the link to RUPTI’s April 20, 2020 Rural Data Brief which conclusively shows nearly 80.2%  of our rural counties have now reported cases
https://t.co/2SAXJnCos7 https://t.co/a1TwWGA7Ni"
NetNewsBuzz,2020-04-21 22:08:45,USA,,,Twitter Web App,,"""Here in New Mexico, the population of Native Americans is 11%. The infection rate is close to 40%."" 

-- @RepDebHaaland giving one example of the disproportionate impact of COVID-19 on Native American tribes https://t.co/GIrNRB3CIF"
HollyS_15,2020-04-21 22:08:45,"San Antonio, Texas",TX,Texas,Twitter Web App,,"I know COVID-19 is causing many people to feel anxious about what the future holds or lonely during this time of social distancing — and that's okay, just know that you're not alone. I've asked my friend, Dr. Vivek Murthy, to share a few tips on how to get through this: https://t.co/Hx9TMlF2zP"
r2dar,2020-04-21 22:08:45,"Creve Coeur, MO",MO,Missouri,Twitter for iPhone,,Coronavirus Panel Recommends Against Use Of Hydroxychloroquine And Azithromycin : Coronavirus Live Updates : NPR https://t.co/Z8WOuY1uG5
Willsdarlin,2020-04-21 22:08:45,"Washington, USA",WA,Washington,Twitter for Android,,"So why the surge in USA deaths today?

Simple, new CDC guidelines gave hospitals carte blanche to code any sniffle as COVID-19 with no testing required. They get paid a fortune for COVID-19 cases.

Follow the money.

The numbers are fiction."
AJ71010,2020-04-21 22:08:45,"Virginia, USA",VA,Virginia,Twitter for Android,,Coronavirus Panel Recommends Against Use Of Hydroxychloroquine And Azithromycin : Coronavirus Live Updates : NPR https://t.co/60Epnpz8eJ
unluckyalvarado,2020-04-21 22:08:44,"Brooklyn, NY",NY,New York,Twitter Web App,,"Is there a reality where we bring back Warren and maybe Bernie, given Covid rules of engagement?"
carol_clovely4,2020-04-21 22:08:44,CA,CA,California,Twitter for iPad,,"An estimated 135 million Americans have pre-existing conditions. Many of us are especially vulnerable. But as we've all seen, anybody can get seriously ill &amp; anybody can die from COVID-19.  
STAY HOME, SAVE LIVES. https://t.co/ggLII7eltf"
DianeEugenio,2020-04-21 22:08:44,"FL, USA",FL,Florida,Twitter for iPad,,"My heart earnestly goes out to the people of Florida, Georgia, South Carolina and Tennessee. You've been lied to about the prevalence, contagiousness, and lethality of COVID-19 by state officials acting for their own political profit. You're headed for a major outbreak. #StayHome https://t.co/3D7wjagDpb"
NYCapitalRegio1,2020-04-21 22:08:44,"Troy, NY",NY,New York,Twitter for iPhone,,"I know COVID-19 is causing many people to feel anxious about what the future holds or lonely during this time of social distancing — and that's okay, just know that you're not alone. I've asked my friend, Dr. Vivek Murthy, to share a few tips on how to get through this: https://t.co/Hx9TMlF2zP"
StacyVillalobos,2020-04-21 22:08:44,"Ohlone Land /San Francisco, CA",CA,California,Twitter for iPhone,,"Registration Open: Online Training: Workers’ Rights and COVID-19, provided by @legalaidatwork on April 28th 9:30am - 11am https://t.co/BUIxGypYif"
asoldiersvoice,2020-04-21 22:08:44,"Fort Bragg, NC",NC,North Carolina,Twitter for iPhone,"COVID19, coronavirus","""Scientists are tired of explaining why #COVID19 was not made in a lab"" https://t.co/Ikl3A2drER #coronavirus

""It's a rumour that just won't die.""

Good example of how conspiracy theories take on a life of their own."
baddiebev,2020-04-21 22:08:44,"Philadelphia, PA",PA,Pennsylvania,Twitter for iPhone,,Daily reminder that Skylar lost her life to covid at only 5 years old and some people are upset over not being able to plant a garden or go to their second home. #RIPSkylar https://t.co/W09yQfaBOt
abigrrrl,2020-04-21 22:08:44,"San Francisco, CA",CA,California,Twitter for Android,"women, womenintech, womeninrobotics","This is amazing! 💕
#women
#womenintech #womeninrobotics
 https://t.co/cBc8lALxXu"
c_v,2020-04-21 22:08:44,"Shoreline, WA",WA,Washington,Twitter for iPhone,,"Have you or someone you know been financially impacted by the COVID-19 crisis? @dficonsumers has a list of financial resources, including: unemployment assistance, mortgage and rent assistance, paying for utilities and more at https://t.co/7OgRGnOyxw. https://t.co/YU72f6pfvq"
mxsgl,2020-04-21 22:08:44,"District of Columbia, USA",,,Twitter Web App,,"@DelanoTeddy @CompSocialSci Yeah—the camera based oximeter apps I've seen are all free or inexpensive, but their reliability is disputed. https://t.co/PNCP00nLFh"
LaurieWalters19,2020-04-21 22:08:44,"Georgia, USA",GA,Georgia,Twitter for Android,,Coronavirus Panel Recommends Against Use Of Hydroxychloroquine And Azithromycin : Coronavirus Live Updates : NPR https://t.co/Z8WOuY1uG5
ZiZiziji3,2020-04-21 22:08:43,"Reno, NV",NV,Nevada,Twitter for Android,,"@MayorSchieve First,  thank you for all that you have been doing for Reno, Nevada! Awesome job, especially during the covid outbreak. My concern is out here in North Valleys. Due to the warehouses,  new homes,  townhomes that are currently being built: When do you foresee, cont."
TheTalentedMrJD,2020-04-21 22:08:43,"Seattle, WA",WA,Washington,Twitter Web App,KOMONews,"Fluke Corporation, headquartered in Everett, has retooled production lines to make PPE for healthcare workers fighting COVID-19. Here you can see a part for a face mask being made. #KOMONews https://t.co/l05mQrjMIj"
TerryWRobertson,2020-04-21 22:08:43,"Charlotte, NC",NC,North Carolina,Twitter Web App,,"Schmuck
https://t.co/WEJC1eVN2w"
